
================================ SCRIPT 4 ================================


Elapsed time (GRF fit):
Time difference of 3.347275 secs
======== Start:  sc64_64_64_sh1_SSNN_u_do0_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.082144, validation loss: 2.129073 , lr= 1e-04
Epoch: 700 out of 1000 , average train loss: 1.817502, validation loss: 1.900502 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.811686, validation loss: 1.898766 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.806466, validation loss: 1.897817 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.801512, validation loss: 1.89741 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.139102, validation loss: 2.16428 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 1.995899, validation loss: 2.06217 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.945715, validation loss: 2.018982 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.917099, validation loss: 1.995351 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.897199, validation loss: 1.978153 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.88299, validation loss: 1.966468 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.872015, validation loss: 1.958748 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.863339, validation loss: 1.953498 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.85619, validation loss: 1.95009 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.85018, validation loss: 1.947912 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.844978, validation loss: 1.946265 , lr= 1e-05
==== End:  sc64_64_64_64_64_64_sh1_SSNN_u_do0_L20_shp0_lrd4or5  ====
======== Start:  sc64_64_64_sh5_3_SSNN_u_do0_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.214394, validation loss: 2.425496 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 1.972042, validation loss: 2.139615 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.902014, validation loss: 2.041373 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.873028, validation loss: 1.998379 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.856839, validation loss: 1.977235 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.844824, validation loss: 1.963209 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.83513, validation loss: 1.952346 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.827146, validation loss: 1.943858 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.820564, validation loss: 1.936969 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.814956, validation loss: 1.931286 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.810038, validation loss: 1.926255 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.410851, validation loss: 2.337154 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.120166, validation loss: 2.133545 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.989392, validation loss: 2.049701 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.936643, validation loss: 2.008585 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.908634, validation loss: 1.984464 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.892701, validation loss: 1.969928 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.881728, validation loss: 1.959486 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.873005, validation loss: 1.951168 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.865662, validation loss: 1.944226 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.859247, validation loss: 1.938233 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.853576, validation loss: 1.933062 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.188453, validation loss: 2.284674 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.006837, validation loss: 2.098933 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.937499, validation loss: 2.027955 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.904726, validation loss: 1.995915 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.886518, validation loss: 1.978862 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.87479, validation loss: 1.967486 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.866018, validation loss: 1.958639 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.858895, validation loss: 1.951295 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.852949, validation loss: 1.9451 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.847915, validation loss: 1.939881 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.843586, validation loss: 1.935532 , lr= 1e-05
==== End:  sc64_64_64_sh5_3_SSNN_u_do0_L20_shp0_lrd4or5  ====
======== Start:  sc64_64_64_64_sh5_3_SSNN_u_do0_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.858953, validation loss: 2.622946 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.082299, validation loss: 2.094168 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.918778, validation loss: 1.986445 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.874726, validation loss: 1.954721 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.857019, validation loss: 1.939349 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.845356, validation loss: 1.92859 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.836762, validation loss: 1.92076 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.829867, validation loss: 1.915043 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.824127, validation loss: 1.910857 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.819156, validation loss: 1.907563 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.814746, validation loss: 1.905083 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.306248, validation loss: 2.425572 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 1.975163, validation loss: 2.081843 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.905397, validation loss: 2.010262 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.877167, validation loss: 1.984319 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.860183, validation loss: 1.970355 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.848079, validation loss: 1.960781 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.838701, validation loss: 1.953872 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.831196, validation loss: 1.94891 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.825036, validation loss: 1.944843 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.819772, validation loss: 1.941578 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.815185, validation loss: 1.939027 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.533251, validation loss: 2.483172 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.011055, validation loss: 2.076573 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.911525, validation loss: 1.991607 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.872998, validation loss: 1.958709 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.85197, validation loss: 1.940757 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.83789, validation loss: 1.928484 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.827824, validation loss: 1.919796 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.819989, validation loss: 1.91418 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.813533, validation loss: 1.910297 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.808096, validation loss: 1.907528 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.803427, validation loss: 1.90581 , lr= 1e-05
==== End:  sc64_64_64_64_sh5_3_SSNN_u_do0_L20_shp0_lrd4or5  ====
======== Start:  sc64_64_64_64_64_64_sh5_3_SSNN_u_do0_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.282035, validation loss: 2.321717 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 1.928759, validation loss: 2.012311 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.861873, validation loss: 1.959251 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.831735, validation loss: 1.936315 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.813382, validation loss: 1.92442 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.800507, validation loss: 1.918365 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.790135, validation loss: 1.91459 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.781035, validation loss: 1.912153 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.773986, validation loss: 1.911699 , lr= 4e-06
Epoch: 900 out of 1000 , average train loss: 1.772937, validation loss: 1.911768 , lr= 6.4e-07
Epoch: 1000 out of 1000 , average train loss: 1.772482, validation loss: 1.911806 , lr= 6.4e-07
Epoch: 1 out of 1000 , average train loss: 2.494296, validation loss: 2.477035 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 1.939969, validation loss: 2.01304 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.876963, validation loss: 1.964685 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.852242, validation loss: 1.945039 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.836742, validation loss: 1.933579 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.825442, validation loss: 1.926255 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.816658, validation loss: 1.921284 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.809258, validation loss: 1.918368 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.802775, validation loss: 1.916476 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.796855, validation loss: 1.915153 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.791376, validation loss: 1.914306 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.504151, validation loss: 2.543725 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 1.934113, validation loss: 2.013732 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.876103, validation loss: 1.96935 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.850629, validation loss: 1.947552 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.834972, validation loss: 1.934498 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.824156, validation loss: 1.925966 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.815783, validation loss: 1.92069 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.808955, validation loss: 1.917124 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.802809, validation loss: 1.914913 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.79715, validation loss: 1.913474 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.792007, validation loss: 1.912568 , lr= 1e-05
==== End:  sc64_64_64_64_64_64_sh5_3_SSNN_u_do0_L20_shp0_lrd4or5  ====
======== Start:  sc64_64_64_sh5_3_3_SSNN_u_do0_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.230723, validation loss: 2.36763 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 1.991575, validation loss: 2.101544 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.909541, validation loss: 2.012248 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.878385, validation loss: 1.980637 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.863623, validation loss: 1.965736 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.85319, validation loss: 1.955516 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.844686, validation loss: 1.947461 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.83756, validation loss: 1.940913 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.831461, validation loss: 1.93562 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.826127, validation loss: 1.931248 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.821486, validation loss: 1.927519 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 1.993319, validation loss: 2.084406 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 1.929451, validation loss: 2.014962 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.898449, validation loss: 1.982852 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.880559, validation loss: 1.964704 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.869192, validation loss: 1.953301 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.860464, validation loss: 1.944831 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.853159, validation loss: 1.93787 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.846971, validation loss: 1.932177 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.841663, validation loss: 1.927135 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.836992, validation loss: 1.922654 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.832815, validation loss: 1.918568 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.144006, validation loss: 2.245842 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 1.983928, validation loss: 2.064037 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.925836, validation loss: 1.99814 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.901446, validation loss: 1.972674 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.887783, validation loss: 1.958898 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.877533, validation loss: 1.948623 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.868823, validation loss: 1.939822 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.86131, validation loss: 1.932336 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.854705, validation loss: 1.925929 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.84881, validation loss: 1.920316 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.843522, validation loss: 1.915275 , lr= 1e-05
==== End:  sc64_64_64_sh5_3_3_SSNN_u_do0_L20_shp0_lrd4or5  ====
======== Start:  sc64_64_64_64_sh5_3_3_SSNN_u_do0_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.341297, validation loss: 2.448869 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 1.973171, validation loss: 2.082942 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.899759, validation loss: 2.007605 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.870267, validation loss: 1.980519 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.852731, validation loss: 1.9644 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.840355, validation loss: 1.953045 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.831037, validation loss: 1.94408 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.823516, validation loss: 1.937194 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.817237, validation loss: 1.93171 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.811846, validation loss: 1.927501 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.807059, validation loss: 1.923855 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.359229, validation loss: 2.460418 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 1.950425, validation loss: 2.060734 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.885018, validation loss: 1.999026 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.86019, validation loss: 1.97672 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.84375, validation loss: 1.961386 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.831735, validation loss: 1.950754 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.82224, validation loss: 1.942991 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.814545, validation loss: 1.937569 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.808084, validation loss: 1.933257 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.802503, validation loss: 1.930236 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.797442, validation loss: 1.92824 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.387464, validation loss: 2.435488 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 1.992112, validation loss: 2.094571 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.905197, validation loss: 2.016861 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.872478, validation loss: 1.987981 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.852917, validation loss: 1.969731 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.839114, validation loss: 1.956146 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.828632, validation loss: 1.945988 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.820436, validation loss: 1.937997 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.813603, validation loss: 1.931994 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.80776, validation loss: 1.927591 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.80273, validation loss: 1.92425 , lr= 1e-05
==== End:  sc64_64_64_64_sh5_3_3_SSNN_u_do0_L20_shp0_lrd4or5  ====
======== Start:  sc64_64_64_64_64_64_sh5_3_3_SSNN_u_do0_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.395521, validation loss: 2.671609 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 1.931363, validation loss: 2.048398 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.859528, validation loss: 1.971505 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.827842, validation loss: 1.942381 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.810146, validation loss: 1.928953 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.79802, validation loss: 1.921682 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.788782, validation loss: 1.9177 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.780972, validation loss: 1.91577 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.775, validation loss: 1.915634 , lr= 4e-06
Epoch: 900 out of 1000 , average train loss: 1.773533, validation loss: 1.915706 , lr= 6.4e-07
Epoch: 1000 out of 1000 , average train loss: 1.773121, validation loss: 1.915712 , lr= 6.4e-07
Epoch: 1 out of 1000 , average train loss: 2.825242, validation loss: 2.919791 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 1.964371, validation loss: 2.07236 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.87229, validation loss: 1.981493 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.8368, validation loss: 1.954061 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.815526, validation loss: 1.939267 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.800583, validation loss: 1.930685 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.788901, validation loss: 1.92605 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.779344, validation loss: 1.923518 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.771178, validation loss: 1.922874 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.766737, validation loss: 1.922927 , lr= 4e-06
Epoch: 1000 out of 1000 , average train loss: 1.764576, validation loss: 1.923046 , lr= 6.4e-07
Epoch: 1 out of 1000 , average train loss: 2.298234, validation loss: 2.158204 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 1.938503, validation loss: 2.009001 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.898498, validation loss: 1.977437 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.877042, validation loss: 1.962138 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.862877, validation loss: 1.952371 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.852344, validation loss: 1.94591 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.844117, validation loss: 1.941472 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.837377, validation loss: 1.938674 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.831658, validation loss: 1.936513 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.826547, validation loss: 1.934842 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.821797, validation loss: 1.933759 , lr= 1e-05
==== End:  sc64_64_64_64_64_64_sh5_3_3_SSNN_u_do0_L20_shp0_lrd4or5  ====
======== Start:  sc64_64_64_sh1_SSNN_u_do1_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.106481, validation loss: 2.144537 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 1.988778, validation loss: 2.040133 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.945683, validation loss: 1.99825 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.918765, validation loss: 1.977962 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.913613, validation loss: 1.965957 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.903414, validation loss: 1.957242 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.888073, validation loss: 1.95016 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.884447, validation loss: 1.944556 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.88939, validation loss: 1.939762 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.87306, validation loss: 1.935802 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.880808, validation loss: 1.93239 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.562086, validation loss: 2.466935 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.219109, validation loss: 2.17657 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 2.029209, validation loss: 2.049102 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.968168, validation loss: 1.994577 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.921515, validation loss: 1.966864 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.903378, validation loss: 1.950248 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.9012, validation loss: 1.939805 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.899571, validation loss: 1.932805 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.876384, validation loss: 1.927739 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.882152, validation loss: 1.923995 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.88003, validation loss: 1.920842 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.433764, validation loss: 2.463798 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.107285, validation loss: 2.157948 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 2.001834, validation loss: 2.043453 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.958073, validation loss: 2.005471 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.935378, validation loss: 1.988102 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.917327, validation loss: 1.976378 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.914318, validation loss: 1.967731 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.897335, validation loss: 1.960598 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.883303, validation loss: 1.954825 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.891849, validation loss: 1.949971 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.882534, validation loss: 1.945948 , lr= 1e-05
==== End:  sc64_64_64_sh1_SSNN_u_do1_L20_shp0_lrd4or5  ====
======== Start:  sc64_64_64_64_sh1_SSNN_u_do1_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.274456, validation loss: 2.325622 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.061671, validation loss: 2.086255 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.972205, validation loss: 2.017453 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.944043, validation loss: 1.985759 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.928874, validation loss: 1.9662 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.918929, validation loss: 1.953006 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.899313, validation loss: 1.943361 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.8785, validation loss: 1.936248 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.871365, validation loss: 1.931049 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.866748, validation loss: 1.927083 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.872001, validation loss: 1.924183 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.326296, validation loss: 2.309691 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.044423, validation loss: 2.0529 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.965208, validation loss: 1.988102 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.916954, validation loss: 1.969869 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.913648, validation loss: 1.959924 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.908109, validation loss: 1.952664 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.893839, validation loss: 1.947191 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.898418, validation loss: 1.943287 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.892825, validation loss: 1.940106 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.881823, validation loss: 1.937542 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.869623, validation loss: 1.935518 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.218288, validation loss: 2.176513 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.025726, validation loss: 2.028414 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.955337, validation loss: 1.980139 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.934225, validation loss: 1.962435 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.904565, validation loss: 1.953335 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.891751, validation loss: 1.947125 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.896679, validation loss: 1.942429 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.880936, validation loss: 1.938516 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.896625, validation loss: 1.935369 , lr= 1e-05
